City,state_id,State full,County
Eden,UT,Utah,Weber
Mertzon,TX,Texas,Irion
Cambridge,IA,Iowa,Story
Victor,MT,Montana,Ravalli
Pecos,NM,New Mexico,San Miguel
Troy,MT,Montana,Lincoln
Teec Nos Pos,AZ,Arizona,Apache
Mountain Village,AK,Alaska,Kusilvak
Conway,NC,North Carolina,Northampton
Rockport,AR,Arkansas,Hot Spring
Edisto Beach,SC,South Carolina,Colleton
Bradley,ME,Maine,Penobscot
Milltown,IN,Indiana,Crawford
Clay City,IL,Illinois,Clay
Hi-Nella,NJ,New Jersey,Camden
Blue Hill,NE,Nebraska,Webster
Waverly,MO,Missouri,Lafayette
Golinda,TX,Texas,Falls
Evadale,TX,Texas,Jasper
Flat Lick,KY,Kentucky,Knox
Keota,IA,Iowa,Keokuk
Palmer,TN,Tennessee,Grundy
West Mansfield,OH,Ohio,Logan
Pittsville,WI,Wisconsin,Wood
Dennis,TX,Texas,Parker
Nortonville,KY,Kentucky,Hopkins
Martin Lake,MN,Minnesota,Anoka
Princeton,IA,Iowa,Scott
Cissna Park,IL,Illinois,Iroquois
Marrowstone,WA,Washington,Jefferson
Chain O' Lakes,WI,Wisconsin,Waupaca
Vassar,KS,Kansas,Osage
Auburndale,WI,Wisconsin,Wood
Malin,OR,Oregon,Klamath
Stonewall,MS,Mississippi,Clarke
Lucerne Mines,PA,Pennsylvania,Indiana
Lewisville,AR,Arkansas,Lafayette
Forest Park,OK,Oklahoma,Oklahoma
Alpaugh,CA,California,Tulare
Sherwood Shores,TX,Texas,Grayson
Valders,WI,Wisconsin,Manitowoc
Chadwicks,NY,New York,Oneida
Shinglehouse,PA,Pennsylvania,Potter
New Castle,KY,Kentucky,Henry
Sunbright,TN,Tennessee,Morgan
Arlington,WI,Wisconsin,Columbia
Inwood,IA,Iowa,Lyon
Duncan,AZ,Arizona,Greenlee
Heritage Bay,FL,Florida,Collier
Harleyville,SC,South Carolina,Dorchester
Salem,KY,Kentucky,Livingston
Potter Lake,WI,Wisconsin,Walworth
McGill,NV,Nevada,White Pine
Cecilton,MD,Maryland,Cecil
Menno,SD,South Dakota,Hutchinson
Hoagland,IN,Indiana,Allen
Lorenzo,TX,Texas,Crosby
Silverado,CA,California,Orange
Innsbrook,MO,Missouri,Warren
Pringle,PA,Pennsylvania,Luzerne
Parcelas Peñuelas,PR,Puerto Rico,Santa Isabel
Curtisville,PA,Pennsylvania,Allegheny
Germanton,NC,North Carolina,Stokes
Potlatch,ID,Idaho,Latah
Plattsville,CT,Connecticut,Greater Bridgeport
Russellville,MO,Missouri,Cole
Garrochales,PR,Puerto Rico,Barceloneta
Montgomery,LA,Louisiana,Grant
Humboldt,NE,Nebraska,Richardson
Highpoint,OH,Ohio,Hamilton
Cooleemee,NC,North Carolina,Davie
Peggs,OK,Oklahoma,Cherokee
Hayden,IN,Indiana,Jennings
Highland,WI,Wisconsin,Iowa
Riley,KS,Kansas,Riley
Bulls Gap,TN,Tennessee,Hawkins
Olin,IA,Iowa,Jones
Worden,IL,Illinois,Madison
Whitewood,SD,South Dakota,Lawrence
Chapmanville,WV,West Virginia,Logan
New Bedford,PA,Pennsylvania,Lawrence
Brinnon,WA,Washington,Jefferson
Buckley,MI,Michigan,Wexford
Evarts,KY,Kentucky,Harlan
Kinmundy,IL,Illinois,Marion
Lockesburg,AR,Arkansas,Sevier
Chauncey,OH,Ohio,Athens
Fort Hunter Liggett,CA,California,Monterey
Paullina,IA,Iowa,O'Brien
Van Wyck,SC,South Carolina,Lancaster
Odebolt,IA,Iowa,Sac
Branford,FL,Florida,Suwannee
West Concord,MN,Minnesota,Dodge
Walnut Grove,AL,Alabama,Etowah
Nicollet,MN,Minnesota,Nicollet
Bear River,WY,Wyoming,Uinta
Thornton,CA,California,San Joaquin
Shipshewana,IN,Indiana,LaGrange
Texico,NM,New Mexico,Curry
Sandy Springs,SC,South Carolina,Anderson
May Creek,WA,Washington,Snohomish
Oxford,KS,Kansas,Sumner
Satanta,KS,Kansas,Haskell
Frisco,PA,Pennsylvania,Beaver
South New Castle,PA,Pennsylvania,Lawrence
Maud,OK,Oklahoma,Pottawatomie
Woodbury,GA,Georgia,Meriwether
Espino,PR,Puerto Rico,Añasco
Williamsdale,OH,Ohio,Butler
Superior,MT,Montana,Mineral
Browning,MT,Montana,Glacier
Dayton,WY,Wyoming,Sheridan
Whitelaw,WI,Wisconsin,Manitowoc
Lake Tapawingo,MO,Missouri,Jackson
Liberty,MS,Mississippi,Amite
Arcadia Lakes,SC,South Carolina,Richland
Earlville,IA,Iowa,Delaware
Talihina,OK,Oklahoma,Le Flore
Morgan,MN,Minnesota,Redwood
Primghar,IA,Iowa,O'Brien
Hometown,WV,West Virginia,Putnam
New Vernon,NJ,New Jersey,Morris
Laurel Hill,NC,North Carolina,Scotland
Absarokee,MT,Montana,Stillwater
Indian Springs,TX,Texas,Polk
Wickes,AR,Arkansas,Polk
Mount Crested Butte,CO,Colorado,Gunnison
Winnebago,NE,Nebraska,Thurston
Sharon Springs,KS,Kansas,Wallace
Ola,AR,Arkansas,Yell
Lewiston,MI,Michigan,Montmorency
La Union,NM,New Mexico,Doña Ana
Bloomville,OH,Ohio,Seneca
Midvale,OH,Ohio,Tuscarawas
Elberfeld,IN,Indiana,Warrick
Scranton,KS,Kansas,Osage
Moulton,TX,Texas,Lavaca
Crab Orchard,TN,Tennessee,Cumberland
McKinney Acres,TX,Texas,Andrews
Lake Hughes,CA,California,Los Angeles
Monroe City,IN,Indiana,Knox
Pleasant Hill,NC,North Carolina,Wilkes
Sheridan,MI,Michigan,Montcalm
Warrenton,NC,North Carolina,Warren
Mentone,IN,Indiana,Kosciusko
Poncha Springs,CO,Colorado,Chaffee
Sheridan,MT,Montana,Madison
Kearney Park,MS,Mississippi,Madison
Greenleaf,WI,Wisconsin,Brown
Lake Panorama,IA,Iowa,Guthrie
Grayhawk,MO,Missouri,Ste. Genevieve
Campobello,SC,South Carolina,Spartanburg
Wheatland,IA,Iowa,Clinton
Jupiter Island,FL,Florida,Martin
Lake Arrowhead,WI,Wisconsin,Adams
Memphis,IN,Indiana,Clark
Challenge-Brownsville,CA,California,Yuba
Kirklin,IN,Indiana,Clinton
Belmont,NY,New York,Allegany
Goshen,UT,Utah,Utah
Harrisville,PA,Pennsylvania,Butler
Stony Creek Mills,PA,Pennsylvania,Berks
South Vinemont,AL,Alabama,Cullman
Healy,AK,Alaska,Denali
Tresckow,PA,Pennsylvania,Carbon
Walworth,NY,New York,Wayne
Breesport,NY,New York,Chemung
Lecompton,KS,Kansas,Douglas
Crenshaw,MS,Mississippi,Panola
Blue Mounds,WI,Wisconsin,Dane
South Fork,PA,Pennsylvania,Cambria
Tumbling Shoals,AR,Arkansas,Cleburne
Seabrook Beach,NH,New Hampshire,Rockingham
Beauxart Gardens,TX,Texas,Jefferson
Livingston Manor,NY,New York,Sullivan
Harold,FL,Florida,Santa Rosa
Plymptonville,PA,Pennsylvania,Clearfield
Parcelas Nuevas,PR,Puerto Rico,Cidra
Crocker,MO,Missouri,Pulaski
Oxford,NE,Nebraska,Furnas
Norwood,MO,Missouri,Wright
Fleming-Neon,KY,Kentucky,Letcher
Burlingame,KS,Kansas,Osage
East Tulare Villa,CA,California,Tulare
Millerton,NY,New York,Dutchess
Alanson,MI,Michigan,Emmet
McKee,KY,Kentucky,Jackson
Harwick,PA,Pennsylvania,Allegheny
Cloudcroft,NM,New Mexico,Otero
Roxie,MS,Mississippi,Franklin
Nauvoo,IL,Illinois,Hancock
Funkstown,MD,Maryland,Washington
Dunkerton,IA,Iowa,Black Hawk
Burneyville,OK,Oklahoma,Love
Gillis,LA,Louisiana,Calcasieu
Scio,OR,Oregon,Linn
Bloomsbury,NJ,New Jersey,Hunterdon
Junction City,OH,Ohio,Perry
Sutton,WV,West Virginia,Braxton
Selma,IN,Indiana,Delaware
Rocky Ridge,UT,Utah,Juab
Spring Valley,KY,Kentucky,Jefferson
Hoboken,GA,Georgia,Brantley
Dunseith,ND,North Dakota,Rolette
Stockbridge,WI,Wisconsin,Calumet
Dufur,OR,Oregon,Wasco
St. Nazianz,WI,Wisconsin,Manitowoc
Beaumont,MS,Mississippi,Perry
Tickfaw,LA,Louisiana,Tangipahoa
Paragon Estates,CO,Colorado,Boulder
Jacumba,CA,California,San Diego
Page Park,FL,Florida,Lee
Brunswick,MO,Missouri,Chariton
Rio Grande,OH,Ohio,Gallia
Sylvan Beach,NY,New York,Oneida
Franklin,ID,Idaho,Franklin
Simonton,TX,Texas,Fort Bend
Auxier,KY,Kentucky,Floyd
Floyd Hill,CO,Colorado,Clear Creek
Ridgecrest,LA,Louisiana,Concordia
Montezuma,KS,Kansas,Gray
New Columbia,PA,Pennsylvania,Union
Hingham,WI,Wisconsin,Sheboygan
Billings,MO,Missouri,Christian
Gowrie,IA,Iowa,Webster
Blue Ridge Manor,KY,Kentucky,Jefferson
Patterson Springs,NC,North Carolina,Cleveland
Lime Ridge,PA,Pennsylvania,Columbia
Geary,OK,Oklahoma,Canadian
Plain Dealing,LA,Louisiana,Bossier
Ringling,OK,Oklahoma,Jefferson
South Mount Vernon,OH,Ohio,Knox
McRae,AR,Arkansas,White
Cole,OK,Oklahoma,McClain
Wheatfield,IN,Indiana,Jasper
Monroe,OR,Oregon,Benton
Beaver Creek,TX,Texas,Burleson
Tribune,KS,Kansas,Greeley
Crawford,TX,Texas,McLennan
Gwinner,ND,North Dakota,Sargent
Bassett,VA,Virginia,Henry
Dolores,CO,Colorado,Montezuma
Hilldale,PA,Pennsylvania,Luzerne
Corfu,NY,New York,Genesee
North Perry,OH,Ohio,Lake
Dorchester,WI,Wisconsin,Clark
Grawn,MI,Michigan,Grand Traverse
Nina,TX,Texas,Starr
Pocono Springs,PA,Pennsylvania,Wayne
Ponemah,MN,Minnesota,Beltrami
Montandon,PA,Pennsylvania,Northumberland
Ossineke,MI,Michigan,Alpena
Quapaw,OK,Oklahoma,Ottawa
Export,PA,Pennsylvania,Westmoreland
Clarence,PA,Pennsylvania,Centre
Lake Madison,SD,South Dakota,Lake
Port Gamble Tribal Community,WA,Washington,Kitsap
Moreauville,LA,Louisiana,Avoyelles
Las Palmas II,TX,Texas,Cameron
East Bernstadt,KY,Kentucky,Laurel
Abbottstown,PA,Pennsylvania,Adams
Coolidge,TX,Texas,Limestone
Independence,CA,California,Inyo
Wheelwright,KY,Kentucky,Floyd
Russellville,TN,Tennessee,Hamblen
Chilchinbito,AZ,Arizona,Navajo
Glenwillow,OH,Ohio,Cuyahoga
Hanover,IL,Illinois,Jo Daviess
Velda Village Hills,MO,Missouri,St. Louis
Sunset Lake,NJ,New Jersey,Cumberland
Rockford,TN,Tennessee,Blount
Gaston,NC,North Carolina,Northampton
Cleveland,NY,New York,Oswego
Powderly,KY,Kentucky,Muhlenberg
Smith River,CA,California,Del Norte
Nittany,PA,Pennsylvania,Centre
Alleghenyville,PA,Pennsylvania,Berks
Petaluma Center,CA,California,Sonoma
Gulf Stream,FL,Florida,Palm Beach
Havre North,MT,Montana,Hill
Bunker Hill,IN,Indiana,Miami
Villa Calma,PR,Puerto Rico,Toa Baja
Benjamin,UT,Utah,Utah
Bloomfield,NE,Nebraska,Knox
Exira,IA,Iowa,Audubon
Evansville,IL,Illinois,Randolph
Hollister,NC,North Carolina,Halifax
Ossian,IA,Iowa,Winneshiek
La Center,KY,Kentucky,Ballard
Centerville,SD,South Dakota,Turner
Pine Hill,AL,Alabama,Wilcox
Dallas City,IL,Illinois,Hancock
Redmond,UT,Utah,Sevier
Black Rock,AR,Arkansas,Lawrence
Burrton,KS,Kansas,Harvey
Belgrade,MN,Minnesota,Stearns
Arlington,SD,South Dakota,Kingsbury
Pine River,MN,Minnesota,Cass
San Jose,NM,New Mexico,Rio Arriba
Keefton,OK,Oklahoma,Muskogee
Lake Saint Clair,MO,Missouri,Franklin
New Bethlehem,PA,Pennsylvania,Clarion
Rockford,AL,Alabama,Coosa
Miner,MO,Missouri,Scott
Albany,OH,Ohio,Athens
Schaller,IA,Iowa,Sac
Dulac,LA,Louisiana,Terrebonne
Salem,NM,New Mexico,Doña Ana
Union Grove,TX,Texas,Upshur
Hewitt,WI,Wisconsin,Wood
Maury City,TN,Tennessee,Crockett
Galeton,PA,Pennsylvania,Potter
West Pittsburg,PA,Pennsylvania,Lawrence
Canyon Creek,TX,Texas,Hood
Napanoch,NY,New York,Ulster
West Winfield,NY,New York,Herkimer
Temple,OK,Oklahoma,Cotton
Frankford,DE,Delaware,Sussex
Togiak,AK,Alaska,Dillingham
Alliance,NC,North Carolina,Pamlico
The Cliffs Valley,SC,South Carolina,Greenville
Orebank,TN,Tennessee,Sullivan
McIntosh,MN,Minnesota,Polk
Brandon,WI,Wisconsin,Fond du Lac
Russia,OH,Ohio,Shelby
Blue Lake,CA,California,Humboldt
Mortons Gap,KY,Kentucky,Hopkins
Chamita,NM,New Mexico,Rio Arriba
Lockport Heights,IL,Illinois,Will
Ponderosa Pines,MT,Montana,Gallatin
Duck Hill,MS,Mississippi,Montgomery
Caliente,NV,Nevada,Lincoln
Challis,ID,Idaho,Custer
Reeds Spring,MO,Missouri,Stone
Waterloo,CA,California,San Joaquin
Nassau Lake,NY,New York,Rensselaer
New Hope,TN,Tennessee,Marion
Alexandria,SD,South Dakota,Hanson
Groveton,NH,New Hampshire,Coos
Morehouse,MO,Missouri,New Madrid
Funston,GA,Georgia,Colquitt
Raleigh,FL,Florida,Levy
St. Lucie Village,FL,Florida,St. Lucie
Hargill,TX,Texas,Hidalgo
Colman,SD,South Dakota,Moody
Colo,IA,Iowa,Story
Smithers,WV,West Virginia,Fayette
Tribes Hill,NY,New York,Montgomery
Meyers Lake,OH,Ohio,Stark
Beavertown,PA,Pennsylvania,Snyder
Bernville,PA,Pennsylvania,Berks
Lakeview,LA,Louisiana,Caddo
Geyserville,CA,California,Sonoma
Kerkhoven,MN,Minnesota,Swift
Matlacha,FL,Florida,Lee
Hondah,AZ,Arizona,Navajo
Indian Springs,NV,Nevada,Clark
Kernville,CA,California,Kern
Hackett,AR,Arkansas,Sebastian
Mackinac Island,MI,Michigan,Mackinac
Remington,VA,Virginia,Fauquier
Dover,MN,Minnesota,Olmsted
Deer Park,CA,California,Napa
Gainesville,MO,Missouri,Ozark
Buffalo City,WI,Wisconsin,Buffalo
Eastview,TN,Tennessee,McNairy
Inez,KY,Kentucky,Martin
Allenton,WI,Wisconsin,Washington
Shellsburg,IA,Iowa,Benton
South Windham,ME,Maine,Cumberland
Algoma,MS,Mississippi,Pontotoc
Chesterfield,TN,Tennessee,Henderson
Holiday Lakes,TX,Texas,Brazoria
Lone Rock,WI,Wisconsin,Richland
Balsam Lake,WI,Wisconsin,Polk
Canyon City,OR,Oregon,Grant
Lebo,KS,Kansas,Coffey
Los Alamos,CA,California,Santa Barbara
Willow Lake,IL,Illinois,Stephenson
Penn State Berks,PA,Pennsylvania,Berks
Kilmichael,MS,Mississippi,Montgomery
Calhoun,KY,Kentucky,McLean
Greendale,MO,Missouri,St. Louis
Jasper,MO,Missouri,Jasper
Houtzdale,PA,Pennsylvania,Clearfield
Egan,LA,Louisiana,Acadia
Bearden,AR,Arkansas,Ouachita
John Sevier,TN,Tennessee,Knox
Ringoes,NJ,New Jersey,Hunterdon
Dorris,CA,California,Siskiyou
Running Y Ranch,OR,Oregon,Klamath
Moscow,TN,Tennessee,Fayette
Westbrook,MN,Minnesota,Cottonwood
West Union,WV,West Virginia,Doddridge
Welcome,LA,Louisiana,St. James
Grand Coteau,LA,Louisiana,St. Landry
Mounds,IL,Illinois,Pulaski
Chums Corner,MI,Michigan,Grand Traverse
Calmar,IA,Iowa,Winneshiek
Watkins,MN,Minnesota,Meeker
Santa María,PR,Puerto Rico,Ceiba
Dillon,CO,Colorado,Summit
Alden,IA,Iowa,Hardin
Hubbard,IA,Iowa,Hardin
La Veta,CO,Colorado,Huerfano
Argyle,WI,Wisconsin,Lafayette
Battle Creek,IA,Iowa,Ida
Middlebourne,WV,West Virginia,Tyler
Paradise,UT,Utah,Cache
Jefferson,SC,South Carolina,Chesterfield
Varnamtown,NC,North Carolina,Brunswick
Pentwater,MI,Michigan,Oceana
Pastos,PR,Puerto Rico,Aibonito
Norwood Court,MO,Missouri,St. Louis
Lyndonville,NY,New York,Orleans
Hoffman,NC,North Carolina,Richmond
Lanesboro,MN,Minnesota,Fillmore
Wickliffe,OK,Oklahoma,Mayes
Alburnett,IA,Iowa,Linn
Lamberton,MN,Minnesota,Redwood
Section,AL,Alabama,Jackson
East Stone Gap,VA,Virginia,Wise
Adair,IA,Iowa,Adair
Ashkum,IL,Illinois,Iroquois
Nunapitchuk,AK,Alaska,Bethel
Gifford,IL,Illinois,Champaign
Edgemont,SD,South Dakota,Fall River
Ferguson,KY,Kentucky,Pulaski
Leadington,MO,Missouri,St. Francois
Glendale,OR,Oregon,Douglas
Central Aguirre,PR,Puerto Rico,Salinas
Petersburg,TX,Texas,Hale
Roslyn,WA,Washington,Kittitas
Colcord,OK,Oklahoma,Delaware
Cedarville,MD,Maryland,Prince George's
Wayne Lakes,OH,Ohio,Darke
Reeseville,WI,Wisconsin,Dodge
Kenesaw,NE,Nebraska,Adams
Tilghman Island,MD,Maryland,Talbot
North English,IA,Iowa,Iowa
West Warren,MA,Massachusetts,Worcester
Oceanville,NJ,New Jersey,Atlantic
Osmond,WY,Wyoming,Lincoln
Waverly,IN,Indiana,Morgan
Arena,WI,Wisconsin,Iowa
Troy,KS,Kansas,Doniphan
New Harmony,IN,Indiana,Posey
Anna Maria,FL,Florida,Manatee
Efland,NC,North Carolina,Orange
Ryan,OK,Oklahoma,Jefferson
State Line,MS,Mississippi,Wayne
Dennisville,NJ,New Jersey,Cape May
Blacklake,CA,California,San Luis Obispo
Belmont,WV,West Virginia,Pleasants
Fern Forest,HI,Hawaii,Hawaii
Welcome,MN,Minnesota,Martin
Mount Vernon,MD,Maryland,Somerset
Ubly,MI,Michigan,Huron
Tilden,IL,Illinois,Randolph
Hopewell Junction,NY,New York,Dutchess
Dayton,IA,Iowa,Webster
Mankato,KS,Kansas,Jewell
North San Pedro,TX,Texas,Nueces
Grand Ridge,FL,Florida,Jackson
Gibbon,MN,Minnesota,Sibley
Savoonga,AK,Alaska,Nome
Pepin,WI,Wisconsin,Pepin
Darbydale,OH,Ohio,Franklin
Taholah,WA,Washington,Grays Harbor
Meadow,TX,Texas,Terry
Illiopolis,IL,Illinois,Sangamon
Stratford,IA,Iowa,Hamilton
Davis,WV,West Virginia,Tucker
Silver Lake,MN,Minnesota,McLeod
Carrolltown,PA,Pennsylvania,Cambria
Clarkton,NC,North Carolina,Bladen
Round Lake,NY,New York,Saratoga
Freeport,MN,Minnesota,Stearns
Trout Lake,WA,Washington,Klickitat
Knik River,AK,Alaska,Matanuska-Susitna
Bartelso,IL,Illinois,Clinton
Potomac,IL,Illinois,Vermilion
Littleville,AL,Alabama,Colbert
Kinsman Center,OH,Ohio,Trumbull
North Irwin,PA,Pennsylvania,Westmoreland
Taylortown,NC,North Carolina,Moore
Tuntutuliak,AK,Alaska,Bethel
Burr Oak,MI,Michigan,St. Joseph
Puryear,TN,Tennessee,Henry
McClure,OH,Ohio,Henry
Waldron,IN,Indiana,Shelby
Washington,LA,Louisiana,St. Landry
Derma,MS,Mississippi,Calhoun
White,GA,Georgia,Bartow
Silver City,NC,North Carolina,Hoke
Willow Valley,AZ,Arizona,Mohave
Mountain Gate,CA,California,Shasta
North Haverhill,NH,New Hampshire,Grafton
Ricardo,TX,Texas,Kleberg
Turbotville,PA,Pennsylvania,Northumberland
Golconda,IL,Illinois,Pope
Mount Hope,KS,Kansas,Sedgwick
Mason,WV,West Virginia,Mason
Falcon Heights,OR,Oregon,Klamath
Elkville,IL,Illinois,Jackson
Denali Park,AK,Alaska,Denali
Dammeron Valley,UT,Utah,Washington
Vista West,WY,Wyoming,Natrona
Copake Lake,NY,New York,Columbia
Perryville,KY,Kentucky,Boyle
Oxford,MD,Maryland,Talbot
Gassaway,WV,West Virginia,Braxton
Hills,MN,Minnesota,Rock
Mina,SD,South Dakota,Edmunds
Cheyenne,OK,Oklahoma,Roger Mills
Fertile,MN,Minnesota,Polk
Milford Center,OH,Ohio,Union
Preston,MD,Maryland,Caroline
Grove City,MN,Minnesota,Meeker
Steele,ND,North Dakota,Kidder
Garrett Park,MD,Maryland,Montgomery
Point Blank,TX,Texas,San Jacinto
Rockwood,PA,Pennsylvania,Somerset
Elizabeth,IL,Illinois,Jo Daviess
Royal Center,IN,Indiana,Cass
Cimarron,NM,New Mexico,Colfax
Valle Vista,TX,Texas,Starr
Lyons,NE,Nebraska,Burt
Elkton,SD,South Dakota,Brookings
White Plains,AL,Alabama,Calhoun
Queenstown,MD,Maryland,Queen Anne's
Bogue,NC,North Carolina,Carteret
Fairchilds,TX,Texas,Fort Bend
Naches,WA,Washington,Yakima
Burnsville,MS,Mississippi,Tishomingo
Midway,PA,Pennsylvania,Adams
Parker Strip,AZ,Arizona,La Paz
Sciotodale,OH,Ohio,Scioto
Walnut Grove,CA,California,Sacramento
Hedrick,IA,Iowa,Keokuk
Dunkirk,OH,Ohio,Hardin
Onaway,MI,Michigan,Presque Isle
Shueyville,IA,Iowa,Johnson
Madison,AR,Arkansas,St. Francis
Svensen,OR,Oregon,Clatsop
University of Pittsburgh Bradford,PA,Pennsylvania,McKean
Dodson Branch,TN,Tennessee,Jackson
Maplesville,AL,Alabama,Chilton
Mer Rouge,LA,Louisiana,Morehouse
Falkner,MS,Mississippi,Tippah
Drayton,ND,North Dakota,Pembina
Mauna Loa Estates,HI,Hawaii,Hawaii
Sioux Rapids,IA,Iowa,Buena Vista
Lenkerville,PA,Pennsylvania,Dauphin
Wayne,OK,Oklahoma,McClain
Stoddard,WI,Wisconsin,Vernon
Belle Terre,NY,New York,Suffolk
Philo,OH,Ohio,Muskingum
New Union,AL,Alabama,Etowah
Taylor Ferry,OK,Oklahoma,Wagoner
Butte Valley,CA,California,Butte
Tulelake,CA,California,Siskiyou
Mendon,MI,Michigan,St. Joseph
Floyd,AR,Arkansas,White
Beckville,TX,Texas,Panola
Pigeon Creek,OH,Ohio,Summit
Hickman,CA,California,Stanislaus
Valley Head,AL,Alabama,DeKalb
Williamsburg,CO,Colorado,Fremont
Redfield,IA,Iowa,Dallas
New England,ND,North Dakota,Hettinger
Milstead,GA,Georgia,Rockdale
Fremont,IA,Iowa,Mahaska
Raymond,IA,Iowa,Black Hawk
East Bank,WV,West Virginia,Kanawha
Winona,MO,Missouri,Shannon
Correctionville,IA,Iowa,Woodbury
Pleasant Lake,IN,Indiana,Steuben
Milltown,WI,Wisconsin,Polk
Deltaville,VA,Virginia,Middlesex
Voladoras Comunidad,PR,Puerto Rico,Moca
Gilbertown,AL,Alabama,Choctaw
Eureka,UT,Utah,Juab
Franklin,NE,Nebraska,Franklin
Ocean Isle Beach,NC,North Carolina,Brunswick
Stewardson,IL,Illinois,Shelby
Napoleon,ND,North Dakota,Logan
Ashton,IL,Illinois,Lee
Ventura,NM,New Mexico,Luna
Millersburg,KY,Kentucky,Bourbon
Log Lane Village,CO,Colorado,Morgan
Mokelumne Hill,CA,California,Calaveras
Paradise Heights,FL,Florida,Orange
Mathiston,MS,Mississippi,Webster
Disputanta,VA,Virginia,Prince George
Watterson Park,KY,Kentucky,Jefferson
Center Point,LA,Louisiana,Avoyelles
Pea Ridge,AL,Alabama,Shelby
Mineral Springs,IN,Indiana,Bartholomew
Iron Mountain Lake,MO,Missouri,St. Francois
Lexington,AL,Alabama,Lauderdale
Valley Brook,OK,Oklahoma,Oklahoma
Matinecock,NY,New York,Nassau
Downey,ID,Idaho,Bannock
Oilton,OK,Oklahoma,Creek
Seiling,OK,Oklahoma,Dewey
Komatke,AZ,Arizona,Maricopa
Glasgow,WV,West Virginia,Kanawha
Gilbert Creek,WV,West Virginia,Mingo
Darlington,IN,Indiana,Montgomery
Columbia,AL,Alabama,Houston
Valley View,TX,Texas,Cooke
McAlisterville,PA,Pennsylvania,Juniata
Weir,KS,Kansas,Cherokee
Pocahontas,IL,Illinois,Bond
Klawock,AK,Alaska,Prince of Wales-Hyder
Englewood,PA,Pennsylvania,Schuylkill
Westover Hills,TX,Texas,Tarrant
Mabel,MN,Minnesota,Fillmore
Cooperstown,ND,North Dakota,Griggs
Morrisdale,PA,Pennsylvania,Clearfield
Tom Bean,TX,Texas,Grayson
Perrysville,OH,Ohio,Ashland
Erlands Point,WA,Washington,Kitsap
Pearlington,MS,Mississippi,Hancock
Osceola,NE,Nebraska,Polk
Howe,IN,Indiana,LaGrange
Belle Vernon,PA,Pennsylvania,Fayette
Lyons,IN,Indiana,Greene
Ririe,ID,Idaho,Jefferson
Plumerville,AR,Arkansas,Conway
Ashland,KS,Kansas,Clark
Fieldale,VA,Virginia,Henry
Derby Center,VT,Vermont,Orleans
Tivoli,NY,New York,Dutchess
Maguayo,PR,Puerto Rico,Lajas
Lyndon Station,WI,Wisconsin,Juneau
Woodsdale,OH,Ohio,Butler
Limestone,OK,Oklahoma,Rogers
Tidioute,PA,Pennsylvania,Warren
Hill Country Village,TX,Texas,Bexar
Wilbur,WA,Washington,Lincoln
Amanda,OH,Ohio,Fairfield
Chassell,MI,Michigan,Houghton
Hooper Bay,AK,Alaska,Kusilvak
Chesapeake City,MD,Maryland,Cecil
Sheffield,IL,Illinois,Bureau
Beaver Meadows,PA,Pennsylvania,Carbon
Chama,NM,New Mexico,Rio Arriba
Hallock,MN,Minnesota,Kittson
Courtland,MN,Minnesota,Nicollet
Cranesville,PA,Pennsylvania,Erie
River Road,WA,Washington,Clallam
Williamsburg,NM,New Mexico,Sierra
Hunting Valley,OH,Ohio,Cuyahoga
Heath Springs,SC,South Carolina,Lancaster
Sadsburyville,PA,Pennsylvania,Chester
Shelby,AL,Alabama,Shelby
Freeburg,PA,Pennsylvania,Snyder
Tecumseh,IN,Indiana,Vigo
Brooksville,MS,Mississippi,Noxubee
Mound City,IL,Illinois,Pulaski
Beech Mountain,NC,North Carolina,Watauga
Lakeport,MI,Michigan,St. Clair
Odessa,WA,Washington,Lincoln
Parks,LA,Louisiana,St. Martin
Leeds,UT,Utah,Washington
Big Sandy,MT,Montana,Chouteau
Avella,PA,Pennsylvania,Washington
Brownsdale,MN,Minnesota,Mower
Marengo,IN,Indiana,Crawford
Kinston,AL,Alabama,Coffee
Climax,MI,Michigan,Kalamazoo
Melrose,OR,Oregon,Douglas
Thrall,TX,Texas,Williamson
Weston,CT,Connecticut,Western Connecticut
Verplanck,NY,New York,Westchester
Valle Vista,NM,New Mexico,Santa Fe
Crab Orchard,KY,Kentucky,Lincoln
Alma,KS,Kansas,Wabaunsee
Vienna,MO,Missouri,Maries
Onamia,MN,Minnesota,Mille Lacs
Chevy Chase Section Five,MD,Maryland,Montgomery
New Kent,VA,Virginia,New Kent
Deer Lake,PA,Pennsylvania,Schuylkill
Ariton,AL,Alabama,Dale
Oakley,ID,Idaho,Cassia
Polk,PA,Pennsylvania,Venango
Palo Seco,PR,Puerto Rico,Maunabo
Wildwood,TX,Texas,Hardin
Lometa,TX,Texas,Lampasas
Riverdale Park,CA,California,Stanislaus
Grimsley,TN,Tennessee,Fentress
Oak City,UT,Utah,Millard
Arapaho,OK,Oklahoma,Custer
Joaquin,TX,Texas,Shelby
Nortonville,KS,Kansas,Jefferson
Vandling,PA,Pennsylvania,Lackawanna
Wellston,OK,Oklahoma,Lincoln
Matherville,IL,Illinois,Mercer
Le Roy,MN,Minnesota,Mower
Millville,CA,California,Shasta
Rocky Hill,NJ,New Jersey,Somerset
Penns Creek,PA,Pennsylvania,Snyder
Buffalo,OH,Ohio,Guernsey
Horseshoe Bend,ID,Idaho,Boise
Roseland,IN,Indiana,St. Joseph
